Series_Title,IMDB_Rating,Released_Year,Overview,Genre,Actors
Manchester by the Sea,7.8,2016,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,Drama,Casey Affleck Michelle Williams Kyle Chandler Lucas Hedges
Under sandet,7.8,2015,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.","Drama, History, War",Roland Møller Louis Hofmann Joel Basman Mikkel Boe Følsgaard
Rogue One,7.8,2016,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.,"Action, Adventure, Sci-Fi",Felicity Jones Diego Luna Alan Tudyk Donnie Yen
Captain America: Civil War,7.8,2016,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"Action, Adventure, Sci-Fi",Joe Russo Chris Evans Robert Downey Jr. Scarlett Johansson
The Hateful Eight,7.8,2015,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","Crime, Drama, Mystery",Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Walton Goggins
Little Women,7.8,2019,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","Drama, Romance",Saoirse Ronan Emma Watson Florence Pugh Eliza Scanlen
Loving Vincent,7.8,2017,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.","Animation, Biography, Crime",Hugh Welchman Douglas Booth Jerome Flynn Robert Gulaczyk
Pride,7.8,2014,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,"Biography, Comedy, Drama",Bill Nighy Imelda Staunton Dominic West Paddy Considine
Le passé,7.8,2013,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.","Drama, Mystery",Bérénice Bejo Tahar Rahim Ali Mosaffa Pauline Burlet
La grande bellezza,7.8,2013,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Drama,Toni Servillo Carlo Verdone Sabrina Ferilli Carlo Buccirosso
The Lunchbox,7.8,2013,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,"Drama, Romance",Irrfan Khan Nimrat Kaur Nawazuddin Siddiqui Lillete Dubey
Vicky Donor,7.8,2012,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.","Comedy, Romance",Ayushmann Khurrana Yami Gautam Annu Kapoor Dolly Ahluwalia
Big Hero 6,7.8,2014,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","Animation, Action, Adventure",Chris Williams Ryan Potter Scott Adsit Jamie Chung
About Time,7.8,2013,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.","Comedy, Drama, Fantasy",Domhnall Gleeson Rachel McAdams Bill Nighy Lydia Wilson
English Vinglish,7.8,2012,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.","Comedy, Drama, Family",Sridevi Adil Hussain Mehdi Nebbou Priya Anand
Kaze tachinu,7.8,2013,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Animation, Biography, Drama",Hideaki Anno Hidetoshi Nishijima Miori Takimoto Masahiko Nishimura
Toy Story 4,7.8,2019,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.","Animation, Adventure, Comedy",Tom Hanks Tim Allen Annie Potts Tony Hale
La migliore offerta,7.8,2013,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,"Crime, Drama, Mystery",Geoffrey Rush Jim Sturgess Sylvia Hoeks Donald Sutherland
Moonrise Kingdom,7.8,2012,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.","Comedy, Drama, Romance",Jared Gilman Kara Hayward Bruce Willis Bill Murray
How to Train Your Dragon 2,7.8,2014,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","Animation, Action, Adventure",Jay Baruchel Cate Blanchett Gerard Butler Craig Ferguson
The Big Short,7.8,2015,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,"Biography, Comedy, Drama",Christian Bale Steve Carell Ryan Gosling Brad Pitt
Kokuhaku,7.8,2010,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,"Drama, Thriller",Takako Matsu Yoshino Kimura Masaki Okada Yukito Nishii
Ang-ma-reul bo-at-da,7.8,2010,A secret agent exacts revenge on a serial killer through a series of captures and releases.,"Action, Crime, Drama",Lee Byung-Hun Choi Min-sik Jeon Gook-Hwan Ho-jin Chun
The Girl with the Dragon Tattoo,7.8,2011,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.","Crime, Drama, Mystery",Daniel Craig Rooney Mara Christopher Plummer Stellan Skarsgård
Captain Phillips,7.8,2013,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","Adventure, Biography, Crime",Tom Hanks Barkhad Abdi Barkhad Abdirahman Catherine Keener
Ajeossi,7.8,2010,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,"Action, Crime, Drama",Won Bin Sae-ron Kim Tae-hoon Kim Hee-won Kim
Straight Outta Compton,7.8,2015,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.","Biography, Drama, History",O'Shea Jackson Jr. Corey Hawkins Jason Mitchell Neil Brown Jr.
Madeo,7.8,2009,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,"Crime, Drama, Mystery",Hye-ja Kim Won Bin Jin Goo Je-mun Yun
Chugyeokja,7.8,2008,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,"Action, Crime, Thriller",Kim Yoon-seok Jung-woo Ha Yeong-hie Seo Yoo-Jeong Kim
The Hobbit: The Desolation of Smaug,7.8,2013,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.","Adventure, Fantasy",Ian McKellen Martin Freeman Richard Armitage Ken Stott
Das weiße Band - Eine deutsche Kindergeschichte,7.8,2009,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?","Drama, History, Mystery",Christian Friedel Ernst Jacobi Leonie Benesch Ulrich Tukur
Män som hatar kvinnor,7.8,2009,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,"Crime, Drama, Mystery",Michael Nyqvist Noomi Rapace Ewa Fröling Lena Endre
The Trial of the Chicago 7,7.8,2020,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.","Drama, History, Thriller",Eddie Redmayne Alex Sharp Sacha Baron Cohen Jeremy Strong
Druk,7.8,2020,"Four friends, all high school teachers, test a theory that they will improve their lives by maintaining a constant level of alcohol in their blood.","Comedy, Drama",Mads Mikkelsen Thomas Bo Larsen Magnus Millang Lars Ranthe
The Fighter,7.8,2010,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.","Biography, Drama, Sport",Mark Wahlberg Christian Bale Amy Adams Melissa Leo
Taken,7.8,2008,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","Action, Thriller",Liam Neeson Maggie Grace Famke Janssen Leland Orser
The Boy in the Striped Pyjamas,7.8,2008,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.","Drama, History, War",Asa Butterfield David Thewlis Rupert Friend Zac Mattoon O'Brien
Once,7.8,2007,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.","Drama, Music, Romance",Glen Hansard Markéta Irglová Hugh Walsh Gerard Hendrick
The Hobbit: An Unexpected Journey,7.8,2012,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.","Adventure, Fantasy",Martin Freeman Ian McKellen Richard Armitage Andy Serkis
Auf der anderen Seite,7.8,2007,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,Drama,Baki Davrak Nurgül Yesilçay Tuncel Kurtiz Nursel Köse
Atonement,7.8,2007,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,"Drama, Mystery, Romance",Keira Knightley James McAvoy Brenda Blethyn Saoirse Ronan
Drive,7.8,2011,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,"Crime, Drama",Ryan Gosling Carey Mulligan Bryan Cranston Albert Brooks
American Gangster,7.8,2007,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.","Biography, Crime, Drama",Denzel Washington Russell Crowe Chiwetel Ejiofor Josh Brolin
Avatar,7.8,2009,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,"Action, Adventure, Fantasy",Sam Worthington Zoe Saldana Sigourney Weaver Michelle Rodriguez
Mr. Nobody,7.8,2009,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.","Drama, Fantasy, Romance",Jared Leto Sarah Polley Diane Kruger Linh Dan Pham
Apocalypto,7.8,2006,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.","Action, Adventure, Drama",Gerardo Taracena Raoul Max Trujillo Dalia Hernández Rudy Youngblood
Little Miss Sunshine,7.8,2006,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,"Comedy, Drama",Valerie Faris Steve Carell Toni Collette Greg Kinnear
Hot Fuzz,7.8,2007,A skilled London police officer is transferred to a small town with a dark secret.,"Action, Comedy, Mystery",Simon Pegg Nick Frost Martin Freeman Bill Nighy
The Curious Case of Benjamin Button,7.8,2008,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.","Drama, Fantasy, Romance",Brad Pitt Cate Blanchett Tilda Swinton Julia Ormond
Veer-Zaara,7.8,2004,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.","Drama, Family, Musical",Shah Rukh Khan Preity Zinta Rani Mukerji Kirron Kher
